date,platform,category,product_name,gmv,orders,uv,pv,refund_amount,ad_cost
2024-07-15,抖音,食品,零食大礼包,5330,24,936,1907,143,2255
2024-01-04,抖音,家居,台灯,7098,42,551,1251,228,3300
2024-11-18,抖音,数码,数据线,7777,86,869,3165,410,3266
2024-07-11,京东,母婴,奶瓶,7843,71,1276,2523,150,2371
2024-09-07,快手,男装,牛仔裤,4659,29,376,1425,356,3674
2024-09-04,京东,数码,充电宝,12558,141,1269,1956,583,3316
2024-08-13,天猫,男装,羽绒服,6092,61,1017,3881,336,2377
2024-11-26,京东,女装,阔腿裤,10751,104,843,2923,693,4858
2024-03-16,京东,家居,台灯,11158,122,1666,5628,211,3154
2024-03-03,天猫,食品,咖啡豆,8182,56,574,2033,234,3024
2024-10-10,天猫,家居,地毯,2623,24,272,676,81,899
2024-04-15,天猫,美妆,眼影盘,15010,112,1284,3234,938,5091
2024-12-21,拼多多,美妆,面霜,9333,126,1335,4959,1302,5569
2024-08-18,天猫,家居,香薰蜡烛,14925,106,1561,5558,401,5146
2024-05-05,京东,女装,真丝衬衫,11956,107,1918,3625,1423,2472
2024-06-07,拼多多,家居,地毯,5449,30,373,1136,190,2722
2024-01-16,天猫,运动户外,运动水壶,4812,46,413,1242,246,1498
2024-07-27,抖音,运动户外,跑步鞋,6989,48,763,2293,353,4308
2024-10-22,天猫,运动户外,运动水壶,7464,103,1436,4319,441,1759
2024-01-30,京东,女装,羽绒服,12364,105,1180,3720,1139,4410
2024-09-02,天猫,家居,香薰蜡烛,8022,60,1078,2111,263,2158
2024-03-13,京东,女装,春季连衣裙,7732,39,525,1016,492,1953
2024-03-18,京东,母婴,婴儿车,8039,40,520,870,94,2125
2024-06-10,快手,食品,茶叶礼盒,2696,17,278,844,58,1865
2024-12-30,天猫,男装,Polo衫,5372,51,633,1016,381,1015
2024-03-27,拼多多,美妆,眼影盘,6478,42,545,1251,903,2902
2024-09-12,抖音,女装,春季连衣裙,6151,48,428,1514,686,1954
2024-05-12,京东,女装,春季连衣裙,18343,241,4311,8899,1305,5325
2024-12-08,天猫,母婴,奶瓶,9884,80,1436,4245,259,2868
2024-04-20,京东,食品,茶叶礼盒,6262,37,345,1062,78,1683
2024-07-22,拼多多,美妆,眼影盘,6794,60,884,3022,548,3418
2024-12-30,抖音,男装,Polo衫,6601,29,313,702,308,2169
2024-07-29,抖音,运动户外,运动水壶,5512,39,328,900,327,2749
2024-08-17,拼多多,男装,牛仔裤,5702,33,504,1215,390,2930
2024-06-02,抖音,美妆,口红套装,8973,79,1237,4026,745,3146
2024-03-15,快手,数码,充电宝,9825,86,903,1626,426,3968
2024-01-26,抖音,食品,坚果礼盒,3958,32,466,1861,75,1791
2024-04-02,抖音,食品,坚果礼盒,3176,48,700,1823,72,1956
2024-03-27,京东,数码,蓝牙耳机,21267,217,2998,7505,712,8662
2024-07-06,天猫,数码,手机壳,13537,92,774,1864,324,4882
2024-10-18,京东,女装,阔腿裤,7679,58,563,2081,650,1692
2024-01-31,拼多多,女装,针织开衫,7697,7697,77029,176205,795,2887
2024-10-18,抖音,美妆,防晒霜,8783,487,6723,25815,1029,3566
2024-08-16,抖音,家居,四件套,7848,128,1473,4457,123,4528
2024-09-30,拼多多,运动户外,登山包,3927,30,490,976,184,2585
2024-07-14,京东,母婴,婴儿湿巾,7944,48,760,2277,145,1661
2024-06-15,拼多多,男装,商务衬衫,3559,27,232,698,269,1746
2024-11-25,京东,食品,巧克力,5528,36,503,1238,149,1159
2024-03-07,京东,母婴,儿童玩具,5388,45,371,1069,109,1103
2024-01-09,拼多多,运动户外,跑步鞋,1215,6,67,199,57,631
2024-11-01,天猫,女装,针织开衫,34450,84,811,1336,1312,2912
2024-01-25,天猫,食品,茶叶礼盒,9894,56,678,1846,181,3994
2024-03-08,天猫,女装,阔腿裤,11670,83,1463,2614,924,3966
2024-05-27,天猫,母婴,婴儿湿巾,4781,37,418,1443,89,1626
2024-07-21,抖音,美妆,面霜,10011,49,1176,2098,910,2896
2024-05-30,天猫,男装,Polo衫,5789,31,427,1529,452,1678
2024-06-25,快手,运动户外,运动水壶,5013,49,695,2030,140,2517
2024-06-21,天猫,男装,羽绒服,4972,44,531,1266,239,1049
2024-12-28,京东,美妆,口红套装,8332,92,1339,2674,679,3053
2024-03-28,拼多多,女装,针织开衫,6128,51,764,1777,610,3294
2024-01-21,拼多多,家居,地毯,4012,42,719,1188,143,2688
2024-02-27,天猫,食品,坚果礼盒,7075,63,704,1240,88,1670
2024-08-12,天猫,家居,四件套,7465,70,737,2288,173,1874
2024-05-05,拼多多,运动户外,瑜伽垫,5823,41,578,1294,220,3377
2024-12-01,天猫,男装,休闲夹克,12624,194,2695,4496,1008,4254
2024-10-13,天猫,家居,香薰蜡烛,11237,92,1067,3213,299,2176
2024-04-18,抖音,运动户外,运动水壶,6233,44,643,2262,431,1990
2024-09-16,快手,数码,蓝牙耳机,9105,82,866,1776,232,7072
2024-05-20,拼多多,男装,商务衬衫,3381,20,242,489,299,2271
2024-05-30,京东,食品,巧克力,8377,51,900,2235,105,3156
2024-01-13,京东,家居,收纳柜,9110,189,2731,9184,200,2816
2024-11-13,抖音,运动户外,登山包,9102,22,344,639,210,1308
2024-01-30,京东,女装,阔腿裤,8418,112,1801,6643,540,1868
2024-06-03,抖音,美妆,面霜,8215,61,690,1898,941,3258
2024-04-24,京东,女装,阔腿裤,18394,76,1111,3754,1072,2152
2024-08-11,抖音,母婴,婴儿车,7355,47,694,1478,201,4002
2024-04-13,抖音,运动户外,登山包,6081,60,885,2734,274,2289
2024-07-05,拼多多,食品,巧克力,4619,31,393,1282,131,3236
2024-01-24,天猫,家居,台灯,12156,68,727,1542,525,3623
2024-12-17,拼多多,运动户外,登山包,3981,32,374,894,168,1958
2024-07-10,京东,女装,阔腿裤,10080,87,1272,3801,737,3071
2024-09-01,抖音,运动户外,瑜伽垫,4056,21,264,565,253,1605
2024-12-15,拼多多,运动户外,护膝,5752,136,1739,6356,174,2757
2024-12-07,抖音,数码,无线鼠标,14585,115,1415,2543,590,6636
2024-06-19,拼多多,数码,充电宝,8760,86,1378,3242,330,3840
2024-03-19,抖音,数码,充电宝,9320,77,1238,2849,396,4526
2024-07-11,抖音,食品,零食大礼包,6175,63,721,1094,111,3135
2024-06-27,天猫,运动户外,运动水壶,4633,52,451,887,244,1390
2024-04-08,京东,食品,咖啡豆,7011,44,497,878,203,3090
2024-09-03,快手,美妆,精华液,4644,29,326,505,585,4068
2024-12-06,京东,女装,阔腿裤,15073,133,1248,3245,1185,5594
2024-03-05,抖音,家居,四件套,6049,72,784,1915,162,2336
2024-11-22,拼多多,数码,充电宝,9078,221,3528,11814,415,6263
2024-02-27,天猫,食品,巧克力,6375,73,1291,4307,152,1242
2024-08-06,快手,女装,针织开衫,8928,92,1051,3225,494,12454
2024-06-17,京东,数码,充电宝,17100,123,1068,2495,556,4407
2024-04-12,拼多多,母婴,儿童玩具,2369,17,208,815,54,1126
2024-07-22,拼多多,数码,手机壳,7000,48,610,1635,245,3452
2024-01-13,京东,数码,充电宝,14992,132,1860,3909,531,6446
2024-12-31,天猫,女装,羽绒服,10602,65,679,2397,714,3845
2024-11-01,快手,男装,牛仔裤,8975,62,671,1142,296,3033
2024-07-30,快手,美妆,精华液,6161,55,760,2240,341,7236
2024-06-03,京东,男装,牛仔裤,6118,71,1058,2279,412,1383
2024-05-10,京东,运动户外,跑步鞋,4484,89,989,3276,290,1011
2024-07-18,抖音,运动户外,登山包,4783,21,585,680,215,1679
2024-07-18,拼多多,美妆,眼影盘,7566,50,1582,2271,599,3155
2024-10-27,京东,女装,真丝衬衫,10282,642,10900,30657,993,3664
2024-04-07,拼多多,家居,香薰蜡烛,4906,68,807,1489,182,1908
2024-02-15,拼多多,数码,充电宝,8434,51,565,2170,342,4226
2024-12-21,天猫,美妆,口红套装,8033,49,485,1401,870,2623
2024-02-22,天猫,母婴,奶瓶,4435,28,455,1524,114,1594
2024-04-02,天猫,家居,地毯,10817,70,1210,4049,261,3330
2024-09-22,快手,家居,台灯,6357,69,919,2675,209,4818
2024-04-15,拼多多,运动户外,瑜伽垫,3920,30,468,1394,135,1729
2024-05-19,京东,家居,收纳柜,12141,130,2097,4495,464,3818
2024-09-09,拼多多,食品,巧克力,4378,33,287,1071,77,2636
2024-10-20,天猫,食品,茶叶礼盒,9931,100,863,1994,232,2854
2024-03-10,拼多多,男装,商务衬衫,4251,37,335,1203,188,2811
2024-04-19,抖音,食品,零食大礼包,4341,34,284,463,115,2500
2024-03-04,京东,运动户外,瑜伽垫,4592,82,688,1804,247,1241
2024-04-19,京东,家居,香薰蜡烛,7693,122,2187,8029,245,2169
2024-01-13,拼多多,美妆,口红套装,5893,36,360,778,394,4355
2024-02-03,天猫,食品,坚果礼盒,2653,52,449,1029,95,1638
2024-07-04,京东,女装,阔腿裤,11154,59,979,3169,455,3481
2024-03-28,京东,女装,真丝衬衫,9339,68,909,1799,910,3264
2024-12-31,京东,男装,Polo衫,4328,26,255,864,252,1584
2024-01-26,快手,运动户外,护膝,2374,20,356,720,74,3110
2024-07-07,快手,母婴,婴儿车,2829,33,276,762,51,1418
2024-10-10,抖音,女装,针织开衫,6266,35,608,1330,417,2159
2024-07-18,快手,运动户外,运动水壶,3905,15,301,530,152,2571
2024-01-04,快手,女装,真丝衬衫,6614,51,816,2110,724,8883
2024-03-03,拼多多,美妆,眼影盘,5955,50,521,1161,1426,3796
2024-12-19,京东,男装,休闲夹克,6503,40,589,908,327,1502
2024-05-11,拼多多,食品,零食大礼包,6057,34,527,1199,122,2355
2024-06-25,拼多多,家居,地毯,5803,35,446,1099,255,2506
2024-12-07,抖音,运动户外,登山包,5516,61,742,2741,194,1749
2024-03-24,天猫,运动户外,护膝,7328,407,6672,20863,408,2473
2024-12-21,拼多多,运动户外,登山包,3827,38,430,1655,161,1376
2024-02-11,京东,女装,针织开衫,7673,180,3210,5217,915,4659
2024-08-18,拼多多,数码,蓝牙耳机,10974,146,2052,5275,231,4472
2024-06-09,天猫,家居,地毯,12193,230,3930,13609,361,2247
2024-03-20,快手,家居,香薰蜡烛,6961,56,595,1594,172,2839
2024-01-19,京东,运动户外,运动水壶,4754,28,349,1160,203,2086
2024-06-20,天猫,美妆,口红套装,8446,122,1944,5954,1214,1846
2024-04-27,天猫,运动户外,登山包,10671,80,1238,2516,729,1954
2024-03-21,抖音,女装,真丝衬衫,14064,119,1222,3494,1344,5558
2024-02-26,拼多多,女装,阔腿裤,6486,87,997,2571,665,3284
2024-08-01,抖音,美妆,眼影盘,6416,70,913,1964,326,2294
2024-12-07,京东,运动户外,运动水壶,8203,47,786,1658,389,1748
2024-06-10,京东,女装,阔腿裤,13193,122,1273,4986,1538,4722
2024-08-07,拼多多,母婴,纸尿裤,3369,37,340,705,40,1339
2024-08-04,京东,美妆,眼影盘,12338,97,782,2666,1251,2881
2024-04-17,快手,男装,商务衬衫,4664,25,222,708,157,2406
2024-11-09,天猫,食品,零食大礼包,13675,60,1042,3326,67,2087
2024-04-02,京东,家居,台灯,7959,86,893,1816,217,1954
2024-08-06,京东,女装,真丝衬衫,9967,62,771,1741,970,3210
2024-02-25,京东,母婴,儿童玩具,5195,37,381,1176,155,1214
2024-03-06,京东,数码,充电宝,9575,84,1396,4942,568,2060
2024-04-12,快手,男装,羽绒服,5037,23,289,720,281,2651
2024-02-04,京东,美妆,口红套装,3866,68,915,3006,912,4441
2024-08-24,京东,美妆,精华液,13144,152,1296,3389,1385,4479
2024-02-14,抖音,数码,手机壳,2706,43,730,2241,253,4288
2024-03-12,拼多多,家居,台灯,5211,43,618,1052,146,3123
2024-05-17,天猫,食品,茶叶礼盒,6719,49,443,825,185,1642
2024-06-17,天猫,运动户外,登山包,5986,47,670,1131,183,2340
2024-05-07,京东,运动户外,运动水壶,6040,52,733,2629,365,2501
2024-03-04,天猫,家居,收纳柜,6303,274,4354,13093,218,1126
2024-07-21,拼多多,母婴,婴儿湿巾,6496,22,480,1072,192,2443
2024-03-24,天猫,美妆,面霜,13666,146,2372,8647,1316,2783
2024-01-10,天猫,食品,巧克力,7006,226,2610,8368,162,1494
2024-08-23,天猫,美妆,口红套装,11692,128,2269,8979,1162,2256
2024-06-03,抖音,男装,牛仔裤,4114,105,1545,3607,186,1489
2024-12-06,抖音,女装,针织开衫,12149,70,928,2743,1150,4041
2024-03-20,抖音,男装,羽绒服,5196,55,902,1392,171,1964
2024-01-14,快手,家居,四件套,4284,29,239,797,144,2235
2024-08-02,拼多多,运动户外,瑜伽垫,2817,26,241,768,191,1027
2024-11-25,京东,美妆,防晒霜,10462,61,865,2987,1258,2358
2024-07-22,拼多多,食品,茶叶礼盒,3126,19,334,528,67,2131
2024-02-15,抖音,男装,Polo衫,5010,53,431,1639,443,2576
2024-01-16,抖音,美妆,精华液,9950,98,1267,4788,1420,5434
2024-03-15,天猫,美妆,面霜,6163,57,956,1904,1330,2015
2024-05-11,京东,数码,数据线,5485,28,243,861,183,1478
2024-03-20,京东,母婴,奶瓶,6218,74,737,1285,82,1326
2024-06-29,天猫,女装,针织开衫,21502,158,2342,7194,1317,8516
2024-03-25,京东,家居,收纳柜,9901,117,1724,6809,441,2461
2024-01-02,天猫,母婴,婴儿车,5906,34,438,895,68,1394
2024-04-15,京东,运动户外,护膝,5768,40,421,702,221,1239
2024-04-23,拼多多,美妆,面霜,6469,60,856,1596,855,4104
2024-09-26,快手,母婴,婴儿湿巾,3417,24,388,1551,48,2337
2024-12-18,快手,运动户外,登山包,3881,22,393,927,109,1815
2024-03-07,天猫,美妆,口红套装,8828,101,901,2251,1628,2181
2024-06-27,天猫,运动户外,跑步鞋,7578,48,761,1605,305,1920
2024-04-15,拼多多,数码,手机壳,11922,131,1703,3098,516,7097
2024-01-03,京东,母婴,婴儿车,4096,74,1251,4421,99,1464
2024-12-19,京东,女装,真丝衬衫,8624,92,1413,3249,694,3375
2024-11-24,天猫,数码,手机壳,24488,247,2331,3546,509,5725
2024-07-08,京东,男装,羽绒服,8708,90,1118,3723,382,1989
2024-01-26,天猫,美妆,面霜,13453,98,1191,2555,1839,2962
2024-10-05,天猫,数码,无线鼠标,11408,66,1185,3200,449,2709
2024-05-13,抖音,食品,零食大礼包,5423,24,238,633,80,1628
2024-05-29,京东,食品,茶叶礼盒,8278,40,371,905,99,3229
2024-08-20,天猫,美妆,精华液,9706,132,2279,7466,891,2393
2024-04-29,抖音,美妆,精华液,6825,36,398,1554,999,3283
2024-05-08,拼多多,家居,台灯,6032,73,602,1515,130,2937
2024-05-18,拼多多,男装,牛仔裤,4715,38,382,1456,245,3452
2024-06-08,京东,美妆,面霜,14977,106,1003,1904,1932,3914
2024-11-16,天猫,家居,台灯,15856,168,2706,6767,688,4284
2024-02-13,京东,运动户外,运动水壶,2370,42,420,1475,400,2036
2024-09-23,天猫,家居,台灯,15332,91,1315,2028,671,6029
2024-12-08,天猫,数码,手机壳,18894,134,2174,3333,787,4881
2024-09-11,抖音,数码,蓝牙耳机,15100,125,1606,3008,693,8185
2024-01-13,天猫,家居,四件套,12066,84,733,2248,272,2426
2024-11-04,快手,男装,商务衬衫,10137,53,713,1228,223,1756
2024-02-08,快手,运动户外,登山包,1475,39,351,1073,157,1664
2024-10-18,天猫,美妆,精华液,12433,86,1019,2593,676,3738
2024-08-14,天猫,数码,无线鼠标,14454,178,2874,11037,585,2656
2024-04-02,京东,母婴,婴儿车,4907,30,256,738,106,1040
2024-01-17,快手,运动户外,护膝,5530,32,569,1953,167,2512
2024-09-09,京东,男装,牛仔裤,9470,49,566,1481,832,3000
2024-09-29,天猫,食品,咖啡豆,7826,53,799,1240,143,1602
2024-02-24,拼多多,男装,休闲夹克,3850,17,275,882,157,1531
2024-01-31,京东,运动户外,瑜伽垫,5469,109,1127,2038,170,1464
2024-12-12,京东,运动户外,瑜伽垫,1256,12,100,332,64,471
2024-12-13,天猫,运动户外,跑步鞋,5832,32,352,661,228,1618
2024-01-29,京东,女装,针织开衫,14545,84,1259,2241,1570,4049
2024-07-12,天猫,运动户外,护膝,5258,41,339,850,392,1776
2024-12-29,京东,女装,真丝衬衫,9793,67,1035,4128,913,2812
2024-11-01,拼多多,运动户外,登山包,3207,11,196,321,41,998
2024-08-30,天猫,美妆,面霜,11047,69,780,2579,1113,2763
2024-08-09,快手,女装,春季连衣裙,6346,60,535,937,354,2518
2024-07-21,拼多多,女装,针织开衫,8044,34,695,1619,580,3010
2024-08-21,天猫,运动户外,登山包,2900,25,397,1272,201,628
2024-04-09,抖音,母婴,婴儿湿巾,5125,50,753,1487,88,2994
2024-02-22,天猫,运动户外,瑜伽垫,5830,188,2431,3670,291,1606
2024-09-06,抖音,家居,收纳柜,3890,59,864,1761,84,1314
2024-01-09,抖音,家居,地毯,8375,54,478,1271,169,3850
2024-04-13,天猫,食品,咖啡豆,13282,80,1309,2668,164,2591
2024-09-15,天猫,食品,零食大礼包,11331,104,1810,5750,263,2944
2024-07-20,拼多多,数码,无线鼠标,15183,49,1892,3857,791,7537
2024-09-13,拼多多,男装,羽绒服,4288,52,460,1038,320,1563
2024-11-05,抖音,运动户外,登山包,14070,34,398,614,338,3646
2024-06-11,抖音,食品,巧克力,3640,56,742,2613,62,1428
2024-11-03,拼多多,美妆,精华液,21370,65,895,2791,452,3905
2024-04-30,京东,女装,针织开衫,13167,44,652,2398,431,1511
2024-04-27,天猫,食品,坚果礼盒,9186,141,1531,3243,210,2049
2024-08-22,抖音,母婴,婴儿车,4746,36,543,824,96,3013
2024-02-24,抖音,食品,零食大礼包,3411,16,279,888,38,1402
2024-05-24,京东,家居,台灯,4782,29,279,769,190,1810
2024-07-19,天猫,家居,收纳柜,13923,64,2087,5769,231,5081
2024-05-20,京东,女装,阔腿裤,11378,81,1059,4214,697,3849
2024-03-26,天猫,食品,咖啡豆,5827,43,534,1550,157,1525
2024-12-27,京东,家居,地毯,9919,80,1168,3278,155,3044
2024-12-14,快手,女装,真丝衬衫,7200,73,675,1537,798,5900
2024-04-12,抖音,家居,台灯,8880,181,1634,5433,236,2893
2024-12-11,天猫,数码,充电宝,14548,90,1417,4116,612,5257
2024-07-05,抖音,数码,手机壳,7825,55,519,2075,351,3312
2024-05-02,拼多多,母婴,婴儿湿巾,2124,23,392,775,47,1148
2024-07-30,京东,美妆,眼影盘,14268,124,2048,4897,1086,3003
2024-07-09,拼多多,母婴,奶瓶,5901,40,621,1897,122,2459
2024-02-09,拼多多,食品,咖啡豆,2111,45,410,890,104,2078
2024-06-25,天猫,女装,春季连衣裙,8457,241,4076,10305,436,2073
2024-04-02,天猫,女装,针织开衫,14115,49,666,1464,532,1464
2024-12-09,抖音,母婴,奶瓶,2828,23,378,1254,83,1561
2024-12-24,拼多多,食品,巧克力,4290,26,426,1229,120,1599
2024-03-01,天猫,运动户外,运动水壶,6835,51,642,1937,235,1373
2024-06-13,京东,家居,四件套,9063,105,1367,2544,256,2985
2024-11-28,京东,美妆,口红套装,11602,73,851,1389,1455,2429
2024-11-04,拼多多,家居,台灯,10690,32,369,1196,135,2351
2024-03-29,拼多多,家居,四件套,6327,62,1066,2320,165,2998
2024-10-01,快手,数码,数据线,2343,19,216,712,73,1627
2024-11-29,京东,食品,坚果礼盒,5550,35,321,683,157,1488
2024-06-25,拼多多,运动户外,运动水壶,1269,6,63,223,88,517
2024-01-23,天猫,家居,地毯,7573,52,609,1677,278,2741
2024-09-09,拼多多,母婴,纸尿裤,3481,25,401,1296,73,1500
2024-05-18,抖音,家居,地毯,13977,103,1172,4415,455,8365
2024-07-06,拼多多,男装,牛仔裤,6525,54,576,1455,547,2477
2024-10-29,抖音,食品,零食大礼包,2831,44,540,1600,57,1573
2024-04-03,天猫,美妆,面霜,13552,136,1615,5636,1091,5146
2024-10-04,京东,母婴,纸尿裤,6970,52,437,1562,149,1833
2024-07-23,天猫,家居,四件套,10835,104,1153,3730,167,3016
2024-10-11,京东,女装,阔腿裤,9592,55,595,1314,753,2331
2024-02-25,拼多多,食品,坚果礼盒,8360,60,707,1595,160,3332
2024-03-13,天猫,男装,Polo衫,8004,100,1623,5911,439,2980
2024-05-05,天猫,食品,坚果礼盒,12959,96,784,2253,351,3308
2024-07-06,天猫,运动户外,登山包,9448,59,576,2143,444,3306
2024-02-27,天猫,家居,四件套,10672,73,1228,3174,399,1905
2024-11-20,天猫,家居,四件套,6691,50,881,1708,136,1255
2024-01-09,天猫,美妆,口红套装,8843,70,1240,3546,937,2175
2024-09-01,抖音,美妆,防晒霜,10732,68,656,1688,844,3609
2024-01-29,京东,家居,台灯,12124,356,4980,10886,327,2833
2024-02-03,抖音,母婴,婴儿湿巾,1324,40,369,651,78,1639
2024-01-28,快手,美妆,口红套装,11276,67,780,2214,1452,4993
2024-01-10,抖音,家居,台灯,5226,44,455,1743,213,1789
2024-08-02,抖音,运动户外,瑜伽垫,3753,26,263,839,169,1115
2024-01-15,京东,运动户外,护膝,4752,60,851,1615,348,1019
2024-11-08,拼多多,数码,蓝牙耳机,27832,111,1231,3408,401,4335
2024-04-20,快手,运动户外,护膝,3272,25,327,1091,244,1647
2024-07-17,天猫,运动户外,运动水壶,4941,19,461,1084,201,1461
2024-03-13,快手,家居,地毯,4391,25,282,623,128,5896
2024-06-16,拼多多,女装,春季连衣裙,7573,97,1227,4733,867,4946
2024-02-14,抖音,食品,咖啡豆,2837,61,1055,2594,140,2154
2024-11-09,天猫,母婴,婴儿湿巾,12397,48,479,763,113,1530
2024-12-07,天猫,母婴,奶瓶,9340,84,730,1201,266,2087
2024-04-19,天猫,食品,咖啡豆,5895,48,773,2833,79,1150
2024-11-19,京东,数码,数据线,17615,110,1581,3638,418,5344
2024-10-01,天猫,食品,巧克力,9773,108,1401,3187,256,1888
2024-03-24,天猫,美妆,防晒霜,10997,73,1247,2160,1064,2098
2024-11-29,京东,数码,手机壳,6558,53,937,3591,359,1998
2024-10-05,抖音,美妆,眼影盘,10239,115,1659,6013,811,5580
2024-07-08,抖音,母婴,纸尿裤,4801,23,349,831,79,1963
2024-05-12,京东,食品,巧克力,8300,72,1244,3668,193,1784
2024-02-18,抖音,男装,商务衬衫,6995,67,1049,2493,367,2724
2024-12-22,天猫,数码,无线鼠标,21390,225,2429,4806,859,4137
2024-01-09,快手,女装,真丝衬衫,7980,92,1020,3719,766,4811
2024-07-25,天猫,运动户外,跑步鞋,4884,32,459,1209,332,915
2024-04-03,京东,家居,香薰蜡烛,10121,174,2272,3510,435,4363
2024-12-20,拼多多,女装,春季连衣裙,6916,91,1482,3344,535,4226
2024-04-03,天猫,母婴,纸尿裤,4740,175,1426,3150,88,1070
2024-04-20,拼多多,女装,针织开衫,16770,80,1057,1620,387,3379
2024-12-27,抖音,女装,春季连衣裙,12190,90,1022,3487,909,4938
2024-05-31,拼多多,家居,台灯,6336,45,417,997,207,3745
2024-07-28,拼多多,美妆,眼影盘,5272,35,303,475,392,2019
2024-10-21,拼多多,男装,牛仔裤,2865,27,355,1338,224,2194
2024-12-27,拼多多,女装,羽绒服,7370,94,1578,3984,578,5614
2024-02-26,京东,运动户外,瑜伽垫,7911,78,750,2037,489,1747
2024-09-21,快手,数码,充电宝,8556,55,953,3144,429,6131
2024-12-30,天猫,美妆,口红套装,9716,68,1103,3083,934,2852
2024-12-22,拼多多,女装,针织开衫,12257,78,1178,1920,1333,6340
2024-12-13,天猫,运动户外,运动水壶,5364,34,526,916,261,962
2024-03-22,天猫,家居,四件套,9227,230,2939,7871,187,3221
2024-07-16,拼多多,家居,四件套,7194,28,1058,2809,164,4613
2024-09-27,快手,运动户外,瑜伽垫,3154,22,283,734,198,1871
2024-08-18,京东,男装,羽绒服,5426,44,621,1809,395,1148
2024-02-16,快手,男装,牛仔裤,4407,36,379,1381,276,2319
2024-09-30,拼多多,女装,真丝衬衫,8290,78,910,1689,793,5665
2024-08-04,京东,母婴,儿童玩具,3926,30,254,805,107,1535
2024-01-04,抖音,运动户外,瑜伽垫,4524,31,370,789,335,1305
2024-01-21,京东,美妆,精华液,10744,151,1940,4631,881,2238
2024-08-13,天猫,女装,针织开衫,10428,70,626,2125,922,2468
2024-02-28,抖音,家居,四件套,12761,97,1051,4068,513,4333
2024-03-29,天猫,家居,台灯,4153,37,532,969,115,1266
2024-09-29,拼多多,女装,针织开衫,7832,50,794,1252,919,3834
2024-12-01,天猫,女装,羽绒服,14681,110,1011,2327,1606,4669
2024-03-29,京东,男装,牛仔裤,5274,55,845,1667,339,1951
2024-08-24,天猫,女装,羽绒服,17456,252,3360,12969,1251,3778
2024-01-17,京东,美妆,精华液,13381,83,1309,3785,1533,6259
2024-12-01,京东,男装,Polo衫,5850,41,621,2027,257,2049
2024-12-21,京东,男装,羽绒服,12903,117,1157,4341,909,3331
2024-05-05,拼多多,女装,阔腿裤,6038,67,993,3187,483,2469
2024-03-01,拼多多,数码,手机壳,10271,95,782,1854,501,7733
2024-06-24,抖音,家居,香薰蜡烛,8600,60,557,861,306,4089
2024-12-02,拼多多,家居,地毯,6608,29,375,874,113,4919
2024-11-06,京东,家居,收纳柜,38097,190,2099,4102,267,3717
2024-08-19,京东,男装,Polo衫,4772,227,2650,4641,231,1205
2024-07-02,拼多多,男装,羽绒服,5548,51,837,2344,452,4590
2024-04-09,天猫,家居,香薰蜡烛,13428,125,2194,7525,540,2777
2024-10-03,抖音,男装,休闲夹克,2958,29,407,1497,266,1089
2024-08-31,天猫,美妆,精华液,14342,87,730,2740,1516,2769
2024-02-24,抖音,数码,蓝牙耳机,13626,83,994,2726,636,8931
2024-03-17,京东,美妆,面霜,10912,85,1288,2735,1503,2493
2024-04-29,拼多多,母婴,婴儿车,4677,103,1710,2899,53,1826
2024-05-04,拼多多,家居,台灯,6295,42,622,1327,261,2999
2024-07-18,抖音,运动户外,瑜伽垫,5595,24,621,931,360,3469
2024-04-24,拼多多,数码,充电宝,11760,210,2909,8346,536,7281
2024-05-06,京东,母婴,奶瓶,4956,4956,41463,82485,131,1119
2024-10-07,天猫,女装,真丝衬衫,13544,138,2075,8018,984,2997
2024-09-20,京东,美妆,精华液,9764,152,2019,7120,1206,2466
2024-03-11,拼多多,家居,香薰蜡烛,7500,75,806,2686,133,2755
2024-07-02,天猫,数码,数据线,20351,141,2420,7898,953,5557
2024-09-21,拼多多,数码,数据线,8913,46,704,1974,204,5913
2024-01-05,拼多多,运动户外,瑜伽垫,3699,29,340,706,228,2192
2024-12-03,抖音,美妆,面霜,8384,64,1005,3720,1094,3099
2024-11-14,抖音,母婴,奶瓶,12027,45,382,1457,140,2560
2024-07-02,拼多多,男装,牛仔裤,5587,74,867,1616,303,4047
2024-12-12,京东,家居,台灯,10879,87,1543,2492,279,4035
2024-03-26,拼多多,家居,香薰蜡烛,8970,80,1263,1957,374,4249
2024-05-15,抖音,数码,数据线,11681,120,1147,4157,572,3669
2024-03-09,京东,美妆,精华液,11201,67,1048,2029,2681,2319
2024-07-28,京东,家居,四件套,17382,120,1538,2667,661,4146
2024-11-11,京东,母婴,婴儿湿巾,11995,35,588,1738,60,1413
2024-12-30,拼多多,美妆,眼影盘,5676,43,358,1038,678,2294
2024-12-04,拼多多,数码,手机壳,7468,169,1824,5389,165,5217
2024-03-10,快手,食品,巧克力,5424,57,557,988,115,2244
2024-02-07,天猫,食品,咖啡豆,4336,49,461,692,284,4044
2024-11-21,拼多多,家居,收纳柜,5118,39,547,1044,189,3042
2024-10-14,京东,食品,茶叶礼盒,5510,34,497,942,130,2240
2024-10-20,天猫,数码,蓝牙耳机,20080,286,2538,6291,974,4452
2024-01-17,京东,母婴,奶瓶,6151,62,808,2643,92,2044
2024-09-06,天猫,数码,无线鼠标,14502,120,1581,4171,307,2781
2024-11-11,天猫,美妆,口红套装,26405,63,931,2308,806,1936
